run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'AI news'"
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|social_search,False,True,False,"query: expected 'AI', got 'AI news'"
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,M02_carryover_timeframe,True,wrong_arg_value,missing_tool_call,lookup,social_search,False,False,False,missing tool call lookup; extra tool call social_search
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260729T164855451188,v4,v4+p4b3791e6bb9e+te18e4e0561eb,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R06_timeframe_arg,False,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"topic: expected 'news', got None"
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,M02_carryover_timeframe,True,wrong_arg_value,missing_tool_call,lookup,social_search,False,False,False,missing tool call lookup; extra tool call social_search
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,M03_correction_handle,True,wrong_arg_value,extra_tool_call,timeline,timeline|timeline,False,False,False,extra tool call timeline
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T165027843108,v5,v5+p34900a6404d0+te18e4e0561eb,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
